&0&1&2&3&4&5&6&7&8&9&10&Cnt
0&11/06/18 00:00:48&SMTP-IN&26E23B490FFC4F39BDFEC25761B79CFC.MAI&748&177.8.169.156&HELO&HELO mail.cirkul-m.ru&250 Requested mail action okay, completed&43&23&&Brazil
1&11/06/18 00:00:48&SMTP-IN&26E23B490FFC4F39BDFEC25761B79CFC.MAI&748&177.8.169.156&AUTH&AUTH LOGIN&334 VXNlcm5hbWU6&18&12&&Brazil
2&11/06/18 00:00:49&SMTP-IN&26E23B490FFC4F39BDFEC25761B79CFC.MAI&748&177.8.169.156&AUTH&{blank}&334 UGFzc3dvcmQ6&18&18&contactenos&Brazil
3&11/06/18 00:00:49&SMTP-IN&26E23B490FFC4F39BDFEC25761B79CFC.MAI&748&177.8.169.156&AUTH&Y29udGFjdGVub3M=&535 Invalid Username or Password&34&18&contactenos&Brazil
4&11/06/18 00:00:50&SMTP-IN&26E23B490FFC4F39BDFEC25761B79CFC.MAI&748&177.8.169.156&QUIT&QUIT&221 Service closing transmission channel&42&6&contactenos&Brazil
11&11/06/18 00:04:18&SMTP-IN&035F76DC81AA4E20A8C5632039BA8C93.MAI&1008&211.193.148.63&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 00:04:18&0&0&&Korea, Republic of
12&11/06/18 00:04:18&SMTP-IN&035F76DC81AA4E20A8C5632039BA8C93.MAI&1008&211.193.148.63&HELO&HELO mail.cirkul-m.ru&250 Requested mail action okay, completed&43&23&&Korea, Republic of
13&11/06/18 00:04:18&SMTP-IN&035F76DC81AA4E20A8C5632039BA8C93.MAI&1008&211.193.148.63&AUTH&AUTH LOGIN&334 VXNlcm5hbWU6&18&12&&Korea, Republic of
14&11/06/18 00:04:19&SMTP-IN&035F76DC81AA4E20A8C5632039BA8C93.MAI&1008&211.193.148.63&AUTH&{blank}&334 UGFzc3dvcmQ6&18&14&contactus&Korea, Republic of
15&11/06/18 00:04:19&SMTP-IN&035F76DC81AA4E20A8C5632039BA8C93.MAI&1008&211.193.148.63&AUTH&Y29udGFjdHVz&535 Invalid Username or Password&34&14&contactus&Korea, Republic of
16&11/06/18 00:04:19&SMTP-IN&035F76DC81AA4E20A8C5632039BA8C93.MAI&1008&211.193.148.63&QUIT&QUIT&221 Service closing transmission channel&42&6&contactus&Korea, Republic of
23&11/06/18 00:06:27&SMTP-IN&7DF91B9504894B9AAC1A11142FC69A10.MAI&748&193.169.252.54&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/06/18 00:06:27&0&0&&Ukraine
24&11/06/18 00:06:27&SMTP-IN&7DF91B9504894B9AAC1A11142FC69A10.MAI&748&193.169.252.54&EHLO&EHLO User&250-cirkul-m.ru [193.169.252.54], this server offers 4 extensions&129&11&&Ukraine
