&0&1&2&3&4&5&6&7&8&9&10&Cnt
0&11/08/18 00:01:16&SMTP-IN&CE7B9064C8D0414296BAA0071CF71581.MAI&792&200.29.108.214&HELO&HELO mail.cirkul-m.ru&250 Requested mail action okay, completed&43&23&&Colombia
1&11/08/18 00:01:16&SMTP-IN&CE7B9064C8D0414296BAA0071CF71581.MAI&792&200.29.108.214&AUTH&AUTH LOGIN&334 VXNlcm5hbWU6&18&12&&Colombia
2&11/08/18 00:01:17&SMTP-IN&CE7B9064C8D0414296BAA0071CF71581.MAI&792&200.29.108.214&AUTH&{blank}&334 UGFzc3dvcmQ6&18&10&expert&Colombia
3&11/08/18 00:01:17&SMTP-IN&CE7B9064C8D0414296BAA0071CF71581.MAI&792&200.29.108.214&AUTH&ZXhwZXJ0&535 Invalid Username or Password&34&10&expert&Colombia
4&11/08/18 00:01:17&SMTP-IN&CE7B9064C8D0414296BAA0071CF71581.MAI&792&200.29.108.214&QUIT&QUIT&221 Service closing transmission channel&42&6&expert&Colombia
5&11/08/18 00:03:27&SMTP-IN&580F107E62BA41469045975C52890267.MAI&744&12.172.181.50&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/08/18 00:03:27&0&0&&United States
6&11/08/18 00:03:28&SMTP-IN&580F107E62BA41469045975C52890267.MAI&744&12.172.181.50&HELO&HELO mail.cirkul-m.ru&250 Requested mail action okay, completed&43&23&&United States
7&11/08/18 00:03:28&SMTP-IN&580F107E62BA41469045975C52890267.MAI&744&12.172.181.50&AUTH&AUTH LOGIN&334 VXNlcm5hbWU6&18&12&&United States
8&11/08/18 00:03:28&SMTP-IN&580F107E62BA41469045975C52890267.MAI&744&12.172.181.50&AUTH&{blank}&334 UGFzc3dvcmQ6&18&14&experte&United States
9&11/08/18 00:03:29&SMTP-IN&580F107E62BA41469045975C52890267.MAI&744&12.172.181.50&AUTH&ZXhwZXJ0ZQ==&535 Invalid Username or Password&34&14&experte&United States
10&11/08/18 00:03:29&SMTP-IN&580F107E62BA41469045975C52890267.MAI&744&12.172.181.50&QUIT&QUIT&221 Service closing transmission channel&42&6&experte&United States
11&11/08/18 00:05:38&SMTP-IN&B2A1707DB9E94C00911AE475968D4E84.MAI&884&154.73.182.24&&&220 mail.cirkul-m.ru ESMTP MailEnable Service, Version: 9.76-- ready at 11/08/18 00:05:38&0&0&&
12&11/08/18 00:05:38&SMTP-IN&B2A1707DB9E94C00911AE475968D4E84.MAI&884&154.73.182.24&HELO&HELO *.*&250 Requested mail action okay, completed&43&10&&
13&11/08/18 00:05:38&SMTP-IN&B2A1707DB9E94C00911AE475968D4E84.MAI&884&154.73.182.24&AUTH&AUTH LOGIN&334 VXNlcm5hbWU6&18&12&&
